CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,comprar_original
1.5354489213522948,0.06815874040807852,-0.5455653836513589,-2.17901997364221,0.3556427871287061,-0.348843013384303,-0.5107080764633396,-0.8785410617179328,1
1.2821443942879374,0.8239087804220475,1.233644732807606,0.08187123128290867,-1.2013884597352407,0.835941838202792,-1.234253246204214,-0.09766769737657097,0
0.7798899526091564,2.176401121059007,0.4383647639634317,-1.265584931391921,1.0035277522946013,-0.27016437329955933,1.420402053458069,0.8765540752547696,1
3.1504716186102297,-1.2880856740348872,-0.2904939167691844,-0.19052828466045857,-1.35133717424037,1.281027651343606,-0.8411597087107096,0.5723581170404609,0
0.9404826001549519,-0.672759914659601,-0.9251302181491774,-0.6033722470407158,0.49127153040662674,-1.4906375862927455,0.15643481586129568,0.06717957835725037,1
0.8190962100569757,1.9985818777756739,-1.0006327071606584,-1.264917496263875,-1.0995886342270125,-0.08909787351673394,-1.0412766595912197,-1.1060144499881337,1
1.701667385649612,0.7588429937482448,-1.189575386696358,1.499349931147453,0.3626110712432134,-0.5808350355469989,-0.08858420065113352,0.0596246651119182,1
2.273801321883891,-1.7786735124882553,1.6029318592348845,-1.68709638302153,0.3714670926234447,0.4603285388828541,0.09678882703151395,-0.008132457201755065,0
1.502114046473768,-0.47332643184179674,-1.2451964146731633,-0.5547913828280765,1.4482460944301945,-0.8415183377766268,0.14883046840057565,0.1544084713544665,1
1.0316528039763853,1.8090208403755073,-1.7295673867663894,1.3376409269909353,-0.1524238305094353,0.058199690610342455,0.64254105969543,0.39236130061838276,1
2.613827019235915,-2.142119068432438,-0.8434148252740593,1.8637275224070502,-0.1739643325951522,0.7830506384840755,-0.8061101859655142,-0.5328545628640707,0
0.7937952055621904,-0.5917387611325866,0.204530796547359,-0.3043095145961187,-1.0161322581525052,1.0522234583616206,1.4035718857096946,-0.3018333088333823,0
1.468795197260257,2.3235321157676916,-0.19359711734857069,-0.012867272192865816,-2.2168595670513627,-0.5724906493929853,-0.04208971251791115,-0.5969151964355984,1
0.9270626610379545,2.3219057165425645,-0.4830034869317972,-0.10824336650536664,-0.4514716776093903,-1.2110840648879753,-0.77605818394716,0.15566557684991789,1
1.4728801294662188,0.7210175844460138,1.1293127035542094,2.165902684422147,-0.980882632953553,0.5852557094238411,-0.08462591980024836,-0.3461215738184371,0
0.052845745981796644,0.6131964648452262,0.2931033918018833,-0.22418311002544547,0.5072834965813079,-1.6217422640802286,2.093703121554514,-0.12164488060559606,1
1.1306735638821188,1.9001881695681506,-0.9171712819924263,0.0024274656751386322,-1.1115089491887569,-1.1384739259421066,-0.5168299404571982,0.5964030976503444,1
1.301359795186642,1.4278049043999996,2.7021195826699764,-1.128025650030309,-0.6331262945618166,0.5728577714733015,0.5832844319982197,0.48215665827717363,0
3.1715649402819235,-1.5076089723502817,0.33139292806931714,1.6502425887296137,0.16757961268173407,-0.049167058721685614,-0.6725632924157974,0.12204625554017143,0
1.4586066170467806,1.485957306035873,-1.5670630870377693,-0.8196195448696207,-1.1293741469642737,-0.7271712179764268,0.10258902997689713,0.7277496294229795,1
1.4691638100032296,-0.9527203310709025,-0.25759427030336485,0.5045491329221635,-1.7938031244204609,0.6415105581745698,1.3892470312213314,-1.0643239009536054,0
1.8221408996020143,1.9682522056420666,0.027966306555578618,1.131124905564541,-1.9146534384178555,-1.31875757781177,0.60276710704429,0.7767625932372378,1
3.1499512018088094,-1.8095229399170425,0.23919915046835116,1.550876960112191,-1.07973790044061,-0.413017164673832,-0.6797675707080814,-0.24464845684978742,0
0.4466329558567728,1.9867222051122686,-1.170138836750206,0.9019950862854167,-0.9995495481409846,-1.1557854574459785,0.7996416606342565,0.6085117460268898,1
0.9756010371587772,-1.1269355116063695,-1.8867353033245329,-1.2375991475371577,-0.6099828464277761,-0.8181232799388564,0.11342662856643167,-0.4827347387993236,1
1.5508328350977845,-1.3980414700856219,0.42756182073970356,0.3154619822241409,0.07297858759722278,-0.5891196893426108,-0.36682767790122595,0.40063938442065167,0
-0.18138156289098384,0.9836028235861054,1.909725418340647,-1.5504809241402093,-0.40901289862347484,0.23507138911462702,-0.9666698645467432,-0.8342872164788535,0
